1 654.0000000000001 1132.7612281500458
2 196.70192300000946 1115.5520397937958
3 -196.70192300000932 1115.5520397937958
4 -653.9999999999997 1132.7612281500458
5 1001.9861315996233 840.7661934699934
6 436.0000000000001 755.1741521000305
7 4.6241080408405946e-14 755.1741521000306
8 -435.99999999999983 755.1741521000306
9 -1001.9861315996231 840.7661934699936
10 1229.1179479879681 447.3623474699747
11 755.1741521000305 436.0
12 218.00000000000006 377.58707605001524
13 -217.99999999999991 377.5870760500153
14 -755.1741521000306 435.99999999999994
15 -1229.1179479879681 447.3623474699749
16 872.0 -2.135784017712984e-13
17 436.0 -1.067892008856492e-13
18 0.0 0.0
19 -436.0 5.33946004428246e-14
20 -872.0 1.067892008856492e-13
21 1229.1179479879681 -447.3623474699745
22 755.1741521000303 -436.0000000000004
23 218.00000000000006 -377.58707605001524
24 -218.0000000000002 -377.5870760500151
25 -755.1741521000305 -436.0000000000001
26 -1229.1179479879681 -447.3623474699746
27 1001.9861315996229 -840.7661934699938
28 436.0000000000001 -755.1741521000305
29 -1.3872324122521782e-13 -755.1741521000306
30 -436.0000000000004 -755.1741521000303
31 -1001.9861315996233 -840.7661934699934
32 654.0000000000001 -1132.7612281500458
33 196.70192300000895 -1115.5520397937958
34 -196.70192300000934 -1115.5520397937958
35 -654.0000000000006 -1132.7612281500453
