1 669 760
2 334 779
3 -235 667
4 -479 749
5 701 400
6 275 575
7 84 485
8 -201 572
9 -558 575
10 599 349
11 358 322
12 183 273
13 -192 182
14 -508 175
15 -651 123
16 599 -25
17 311 3
18 0 0
19 -276 -100
20 -596 540
21 750 -134
22 524 -181
23 -72 -243
24 -88 -228
25 -469 -372
26 -656 -311
27 572 -412
28 408 -521
29 101 -492
30 -328 -618
31 -558 -641
32 479 -853
33 955 -682
34 -251 -715
35 -512 -775
